bin_id	chrom	start	end	mid_bp	position_cM
bin_00074	Chr01	8800000	9000000	8900000	55.6361
bin_00075	Chr01	9000000	9100000	9050000	56.0386
bin_00076	Chr01	9100000	9200000	9150000	56.2802
bin_00077	Chr01	9200000	9300000	9250000	56.4412
bin_00078	Chr01	9300000	9400000	9350000	56.5217
bin_00079	Chr01	9400000	9500000	9450000	56.7633
bin_00080	Chr01	9500000	9600000	9550000	56.8438
bin_00081	Chr01	9600000	9700000	9650000	57.0048
bin_00082	Chr01	9700000	9800000	9750000	57.0853
bin_00083	Chr01	9800000	10000000	9900000	57.3269
bin_00084	Chr01	10000000	10200000	10100000	57.4074
bin_00085	Chr01	10200000	10900000	10550000	57.5684
bin_00086	Chr01	10900000	11200000	11050000	57.649
bin_00087	Chr01	11200000	11400000	11300000	57.7295
bin_00088	Chr01	11400000	11600000	11500000	57.81
bin_00089	Chr01	11600000	11800000	11700000	57.8905
bin_00090	Chr01	11800000	12000000	11900000	57.971
bin_00091	Chr01	12000000	12600000	12300000	58.132
bin_00092	Chr01	12600000	12700000	12650000	58.2126
bin_00093	Chr01	12700000	12800000	12750000	58.6151
bin_00094	Chr01	12800000	12900000	12850000	58.6957
bin_00095	Chr01	12900000	13100000	13000000	58.7762
bin_00096	Chr01	13100000	14200000	13650000	58.8567
bin_00097	Chr01	14200000	14500000	14350000	58.9372
bin_00098	Chr01	14500000	15200000	14850000	59.0177
bin_00099	Chr01	15200000	15400000	15300000	59.0982
bin_00100	Chr01	15400000	15900000	15650000	59.2593
bin_00101	Chr01	15900000	17000000	16450000	59.3398
bin_00102	Chr01	17000000	18500000	17750000	59.4203
bin_00103	Chr01	18500000	19000000	18750000	59.5813
bin_00104	Chr01	19000000	25900000	22450000	59.6618
bin_00105	Chr01	25900000	28200000	27050000	59.7424
bin_00106	Chr01	28200000	28300000	28250000	59.8229
bin_00107	Chr01	28300000	28400000	28350000	59.9034
bin_00108	Chr01	28400000	28700000	28550000	60.0644
bin_00109	Chr01	28700000	28800000	28750000	60.789
bin_00110	Chr01	28800000	28900000	28850000	60.8696
bin_00111	Chr01	28900000	29400000	29150000	61.1111
bin_00112	Chr01	29400000	29600000	29500000	61.1916
bin_00113	Chr01	29600000	29900000	29750000	61.2721
bin_00114	Chr01	29900000	30400000	30150000	61.3527
bin_00115	Chr01	30400000	30500000	30450000	61.4332
bin_00116	Chr01	30500000	30800000	30650000	61.5137
bin_00117	Chr01	30800000	30900000	30850000	61.5942
bin_00118	Chr01	30900000	31000000	30950000	61.6747
bin_00119	Chr01	31000000	31200000	31100000	61.7552
bin_00120	Chr01	31200000	31800000	31500000	61.8357
bin_00121	Chr01	31800000	32200000	32000000	61.9163
bin_00122	Chr01	32200000	34700000	33450000	61.9968
bin_00123	Chr01	34700000	35100000	34900000	62.0773
bin_00124	Chr01	35100000	35600000	35350000	62.2383
bin_00125	Chr01	35600000	35800000	35700000	62.3188
bin_00126	Chr01	35800000	36000000	35900000	62.3994
bin_00127	Chr01	36000000	36500000	36250000	62.4799
bin_00128	Chr01	36500000	37300000	36900000	62.5604
bin_00129	Chr01	37300000	37600000	37450000	62.6409
bin_00130	Chr01	37600000	37800000	37700000	62.8824
bin_00131	Chr01	37800000	38000000	37900000	62.963
bin_00132	Chr01	38000000	38400000	38200000	63.124
bin_00133	Chr01	38400000	38900000	38650000	63.2045
bin_00134	Chr01	38900000	39000000	38950000	63.285
bin_00135	Chr01	39000000	39200000	39100000	63.6071
bin_00136	Chr01	39200000	39300000	39250000	63.7681
bin_00137	Chr01	39300000	39500000	39400000	64.3317
bin_00138	Chr01	39500000	39600000	39550000	64.4122
bin_00139	Chr01	39600000	39800000	39700000	64.4928
bin_00140	Chr01	39800000	39900000	39850000	64.5733
bin_00141	Chr01	39900000	40000000	39950000	64.7343
bin_00142	Chr01	40000000	40600000	40300000	64.8953
bin_00143	Chr01	40600000	41900000	41250000	64.9758
bin_00144	Chr01	41900000	42000000	41950000	65.0564
bin_00145	Chr01	42000000	42100000	42050000	65.1369
bin_00146	Chr01	42100000	42500000	42300000	65.2174
bin_00147	Chr01	42500000	42800000	42650000	65.2979
bin_00148	Chr01	42800000	43000000	42900000	65.3784
bin_00149	Chr01	43000000	43100000	43050000	65.4589
bin_00150	Chr01	43100000	43300000	43200000	65.5395
bin_00151	Chr01	43300000	43500000	43400000	65.62
bin_00152	Chr01	43500000	43600000	43550000	65.7005
bin_00153	Chr01	43600000	43900000	43750000	65.781
bin_00154	Chr01	43900000	44300000	44100000	65.942
bin_00155	Chr01	44300000	44900000	44600000	66.0225
bin_00156	Chr01	44900000	45000000	44950000	66.1031
bin_00157	Chr01	45000000	45400000	45200000	66.1836
bin_00158	Chr01	45400000	45500000	45450000	66.2641
bin_00159	Chr01	45500000	45900000	45700000	66.3446
bin_00160	Chr01	45900000	46100000	46000000	66.5056
bin_00161	Chr01	46100000	46200000	46150000	66.6667
bin_00162	Chr01	46200000	46300000	46250000	66.8277
bin_00163	Chr01	46300000	46400000	46350000	67.1498
bin_00164	Chr01	46400000	46500000	46450000	67.7939
bin_00165	Chr01	46500000	46600000	46550000	68.0354
bin_00166	Chr01	46600000	46700000	46650000	68.7601
bin_00167	Chr01	46700000	46900000	46800000	68.9211
bin_00168	Chr01	46900000	47100000	47000000	69.0821
bin_00169	Chr01	47100000	47200000	47150000	69.5652
bin_00170	Chr01	47200000	47300000	47250000	69.8068
bin_00171	Chr01	47300000	47400000	47350000	69.8873
bin_00172	Chr01	47400000	47600000	47500000	70.3704
bin_00173	Chr01	47600000	47700000	47650000	70.4509
bin_00174	Chr01	47700000	47800000	47750000	70.5314
bin_00175	Chr01	47800000	47900000	47850000	70.7729
bin_00176	Chr01	47900000	48100000	48000000	71.095
bin_00177	Chr01	48100000	48200000	48150000	71.1755
bin_00178	Chr01	48200000	48300000	48250000	71.3366
bin_00179	Chr01	48300000	48600000	48450000	71.4171
bin_00180	Chr01	48600000	48700000	48650000	71.5781
bin_00181	Chr01	48700000	48900000	48800000	71.6586
bin_00182	Chr01	48900000	49000000	48950000	71.7391
bin_00183	Chr01	49000000	49100000	49050000	71.8196
bin_00184	Chr01	49100000	49200000	49150000	72.0612
bin_00185	Chr01	49200000	49400000	49300000	72.3027
bin_00186	Chr01	49400000	49500000	49450000	72.4638
bin_00187	Chr01	49500000	49600000	49550000	72.6248
bin_00188	Chr01	49600000	49700000	49650000	72.7858
bin_00189	Chr01	49700000	49800000	49750000	73.1884
bin_00190	Chr01	49800000	49900000	49850000	73.5105
bin_00191	Chr01	49900000	50000000	49950000	73.752
bin_00192	Chr01	50000000	50100000	50050000	73.8325
bin_00193	Chr01	50100000	50200000	50150000	74.0741
bin_00194	Chr01	50200000	50300000	50250000	74.2351
bin_00195	Chr01	50300000	50400000	50350000	74.4767
bin_00196	Chr01	50400000	50500000	50450000	74.6377
bin_00197	Chr01	50500000	50600000	50550000	74.9597
bin_00198	Chr01	50600000	50700000	50650000	75.1208
bin_00199	Chr01	50700000	50900000	50800000	75.9259
bin_00200	Chr01	50900000	51000000	50950000	76.409
bin_00201	Chr01	51000000	51100000	51050000	77.2947
bin_00202	Chr01	51100000	51200000	51150000	78.0193
bin_00203	Chr01	51200000	51300000	51250000	79.1465
bin_00204	Chr01	51300000	51400000	51350000	79.9517
bin_00205	Chr01	51400000	51500000	51450000	80.4348
bin_00206	Chr01	51500000	51600000	51550000	81.0789
bin_00207	Chr01	51600000	51700000	51650000	81.6425
bin_00208	Chr01	51700000	51800000	51750000	82.2866
bin_00209	Chr01	51800000	51900000	51850000	82.4477
bin_00210	Chr01	51900000	52000000	51950000	82.6892
bin_00211	Chr01	52000000	52100000	52050000	83.2528
bin_00212	Chr01	52100000	52200000	52150000	86.4734
bin_00213	Chr01	52200000	52300000	52250000	88.2448
bin_00214	Chr01	52300000	52400000	52350000	88.4058
bin_00215	Chr01	52400000	52500000	52450000	88.8084
bin_00216	Chr01	52500000	52600000	52550000	90.1771
bin_00217	Chr01	52600000	52700000	52650000	92.1095
bin_00218	Chr01	52700000	52800000	52750000	93.1562
bin_00219	Chr01	52800000	52900000	52850000	94.847
bin_00220	Chr01	52900000	53000000	52950000	95.8132
bin_00221	Chr01	53000000	53100000	53050000	97.5845
bin_00222	Chr01	53100000	53200000	53150000	98.6312
bin_00223	Chr01	53200000	53300000	53250000	100.5636
bin_00224	Chr01	53300000	53400000	53350000	101.2882
bin_00225	Chr01	53400000	53500000	53450000	102.496
bin_00226	Chr01	53500000	53600000	53550000	103.6232
bin_00227	Chr01	53600000	53700000	53650000	104.7504
bin_00228	Chr01	53700000	53800000	53750000	105.7971
bin_00229	Chr01	53800000	53900000	53850000	106.7633
bin_00230	Chr01	53900000	54000000	53950000	108.0515
bin_00231	Chr01	54000000	54100000	54050000	109.4203
bin_00232	Chr01	54100000	54200000	54150000	110.5475
bin_00233	Chr01	54200000	54300000	54250000	110.789
bin_00234	Chr01	54300000	54400000	54350000	111.1111
bin_00235	Chr01	54400000	54500000	54450000	112.3188
bin_00236	Chr01	54500000	54600000	54550000	113.3655
bin_00237	Chr01	54600000	54700000	54650000	114.8953
bin_00238	Chr01	54700000	54800000	54750000	115.781
bin_00239	Chr01	54800000	54900000	54850000	116.4251
bin_00240	Chr01	54900000	55000000	54950000	117.1498
bin_00241	Chr01	55000000	55100000	55050000	117.3913
bin_00242	Chr01	55100000	55200000	55150000	118.0354
bin_00243	Chr01	55200000	55300000	55250000	119.0016
bin_00244	Chr01	55300000	55400000	55350000	119.4042
bin_00245	Chr01	55400000	55500000	55450000	120.2093
bin_00246	Chr01	55500000	55600000	55550000	121.3366
bin_00247	Chr01	55600000	55700000	55650000	122.2222
bin_00248	Chr01	55700000	55800000	55750000	122.6248
bin_00249	Chr01	55800000	55900000	55850000	123.43
bin_00250	Chr01	55900000	56000000	55950000	124.1546
bin_00251	Chr01	56000000	56100000	56050000	124.7987
bin_00252	Chr01	56100000	56200000	56150000	125.8454
bin_00253	Chr01	56200000	56300000	56250000	126.409
bin_00254	Chr01	56300000	56400000	56350000	126.57
bin_00255	Chr01	56400000	56500000	56450000	127.6167
bin_00256	Chr01	56500000	56600000	56550000	127.9388
bin_00257	Chr01	56600000	56700000	56650000	128.905
bin_00258	Chr01	56700000	56800000	56750000	129.4686
bin_00259	Chr01	56800000	56900000	56850000	129.7101
bin_00260	Chr01	56900000	57000000	56950000	129.9517
bin_00261	Chr01	57000000	57100000	57050000	130.6763
bin_00262	Chr01	57100000	57200000	57150000	130.9179
bin_00263	Chr01	57200000	57300000	57250000	131.401
bin_00264	Chr01	57300000	57400000	57350000	131.9646
bin_00265	Chr01	57400000	57500000	57450000	132.3671
bin_00266	Chr01	57500000	57600000	57550000	132.9308
bin_00267	Chr01	57600000	57700000	57650000	133.2528
bin_00268	Chr01	57700000	57800000	57750000	133.6554
bin_00269	Chr01	57800000	57900000	57850000	134.4605
bin_00270	Chr01	57900000	58000000	57950000	135.0242
bin_00271	Chr01	58000000	58100000	58050000	135.3462
bin_00272	Chr01	58100000	58200000	58150000	135.5878
bin_00273	Chr01	58200000	58300000	58250000	136.3124
bin_00274	Chr01	58300000	58400000	58350000	136.5539
bin_00275	Chr01	58400000	58500000	58450000	136.7955
bin_00276	Chr01	58500000	58600000	58550000	137.3591
bin_00277	Chr01	58600000	58700000	58650000	137.6812
bin_00278	Chr01	58700000	58800000	58750000	138.0837
bin_00279	Chr01	58800000	58900000	58850000	138.7279
bin_00280	Chr01	58900000	59000000	58950000	139.372
bin_00281	Chr01	59000000	59100000	59050000	139.8551
bin_00282	Chr01	59100000	59200000	59150000	140.9823
bin_00283	Chr02	1	500000	250000	0.0
bin_00284	Chr02	500000	600000	550000	0.6441
bin_00285	Chr02	600000	700000	650000	1.2882
bin_00286	Chr02	700000	800000	750000	1.5298
bin_00287	Chr02	800000	900000	850000	1.8519
bin_00288	Chr02	900000	1000000	950000	2.1739
bin_00289	Chr02	1000000	1100000	1050000	3.2206
bin_00290	Chr02	1100000	1200000	1150000	3.6232
bin_00291	Chr02	1200000	1300000	1250000	3.7037
bin_00292	Chr02	1300000	1400000	1350000	4.2673
bin_00293	Chr02	1400000	1500000	1450000	4.9114
bin_00294	Chr02	1500000	1600000	1550000	5.3945
bin_00295	Chr02	1600000	1700000	1650000	6.6023
bin_00296	Chr02	1700000	1800000	1750000	6.9243
bin_00297	Chr02	1800000	1900000	1850000	7.3269
bin_00298	Chr02	1900000	2000000	1950000	7.971
bin_00299	Chr02	2000000	2100000	2050000	8.7762
bin_00300	Chr02	2100000	2200000	2150000	8.9372
bin_00301	Chr02	2200000	2300000	2250000	9.5008
bin_00302	Chr02	2300000	2400000	2350000	10.2254
bin_00303	Chr02	2400000	2500000	2450000	10.5475
bin_00304	Chr02	2500000	2700000	2600000	11.0306
bin_00305	Chr02	2700000	2800000	2750000	11.4332
bin_00306	Chr02	2800000	2900000	2850000	11.9968
bin_00307	Chr02	2900000	3000000	2950000	12.3188
bin_00308	Chr02	3000000	3100000	3050000	12.7214
bin_00309	Chr02	3100000	3200000	3150000	13.3655
bin_00310	Chr02	3200000	3300000	3250000	14.1707
bin_00311	Chr02	3300000	3400000	3350000	15.5395
bin_00312	Chr02	3400000	3500000	3450000	16.1836
bin_00313	Chr02	3500000	3600000	3550000	16.5862
bin_00314	Chr02	3600000	3700000	3650000	17.4718
bin_00315	Chr02	3700000	3800000	3750000	18.438
bin_00316	Chr02	3800000	3900000	3850000	19.8068
bin_00317	Chr02	3900000	4000000	3950000	20.2093
bin_00318	Chr02	4000000	4100000	4050000	20.7729
bin_00319	Chr02	4100000	4200000	4150000	22.1417
bin_00320	Chr02	4200000	4300000	4250000	23.1884
bin_00321	Chr02	4300000	4400000	4350000	23.8325
bin_00322	Chr02	4400000	4500000	4450000	24.1546
bin_00323	Chr02	4500000	4600000	4550000	24.7987
bin_00324	Chr02	4600000	4700000	4650000	26.4895
bin_00325	Chr02	4700000	4800000	4750000	27.2947
bin_00326	Chr02	4800000	4900000	4850000	28.1804
bin_00327	Chr02	4900000	5000000	4950000	29.3881
bin_00328	Chr02	5000000	5100000	5050000	30.3543
bin_00329	Chr02	5100000	5200000	5150000	31.0789
bin_00330	Chr02	5200000	5300000	5250000	31.8035
bin_00331	Chr02	5300000	5400000	5350000	32.2061
bin_00332	Chr02	5400000	5500000	5450000	32.3671
bin_00333	Chr02	5500000	5600000	5550000	33.4944
bin_00334	Chr02	5600000	5700000	5650000	35.0242
bin_00335	Chr02	5700000	5800000	5750000	35.6683
bin_00336	Chr02	5800000	5900000	5850000	36.1514
bin_00337	Chr02	5900000	6000000	5950000	36.7955
bin_00338	Chr02	6000000	6100000	6050000	37.037
bin_00339	Chr02	6100000	6200000	6150000	37.8422
bin_00340	Chr02	6200000	6300000	6250000	38.1643
bin_00341	Chr02	6300000	6400000	6350000	38.5668
bin_00342	Chr02	6400000	6500000	6450000	39.1304
bin_00343	Chr02	6500000	6600000	6550000	39.694
bin_00344	Chr02	6600000	6700000	6650000	40.2576
bin_00345	Chr02	6700000	6800000	6750000	41.0628
bin_00346	Chr02	6800000	6900000	6850000	41.5459
bin_00347	Chr02	6900000	7000000	6950000	42.2705
bin_00348	Chr02	7000000	7100000	7050000	43.1562
bin_00349	Chr02	7100000	7200000	7150000	43.8808
bin_00350	Chr02	7200000	7300000	7250000	44.1224
bin_00351	Chr02	7300000	7400000	7350000	45.0886
bin_00352	Chr02	7400000	7500000	7450000	45.8132
bin_00353	Chr02	7500000	7600000	7550000	46.6989
bin_00354	Chr02	7600000	7700000	7650000	46.7794
bin_00355	Chr02	7700000	7800000	7750000	47.5845
bin_00356	Chr02	7800000	7900000	7850000	47.6651
bin_00357	Chr02	7900000	8000000	7950000	47.8261
bin_00358	Chr02	8000000	8100000	8050000	48.1481
bin_00359	Chr02	8100000	8200000	8150000	48.6312
bin_00360	Chr02	8200000	8300000	8250000	48.9533
bin_00361	Chr02	8300000	8400000	8350000	49.1143
bin_00362	Chr02	8400000	8500000	8450000	49.5974
bin_00363	Chr02	8500000	8600000	8550000	50.3221
bin_00364	Chr02	8600000	8700000	8650000	50.6441
bin_00365	Chr02	8700000	8800000	8750000	51.1272
bin_00366	Chr02	8800000	8900000	8850000	52.3349
bin_00367	Chr02	8900000	9000000	8950000	52.8986
bin_00368	Chr02	9000000	9100000	9050000	52.9791
bin_00369	Chr02	9100000	9200000	9150000	53.0596
bin_00370	Chr02	9200000	9300000	9250000	53.2206
bin_00371	Chr02	9300000	9400000	9350000	53.4622
bin_00372	Chr02	9400000	9500000	9450000	54.0258
bin_00373	Chr02	9500000	9600000	9550000	54.4283
bin_00374	Chr02	9600000	9700000	9650000	54.5089
bin_00375	Chr02	9700000	9800000	9750000	55.5556
bin_00376	Chr02	9800000	9900000	9850000	55.7971
bin_00377	Chr02	9900000	10000000	9950000	56.6828
bin_00378	Chr02	10000000	10100000	10050000	57.2464
bin_00379	Chr02	10100000	10200000	10150000	58.2126
bin_00380	Chr02	10200000	10300000	10250000	59.1787
bin_00381	Chr02	10300000	10400000	10350000	59.9034
bin_00382	Chr02	10400000	10500000	10450000	60.5475
bin_00383	Chr02	10500000	10600000	10550000	61.1111
bin_00384	Chr02	10600000	10700000	10650000	61.2721
bin_00385	Chr02	10700000	10800000	10750000	61.4332
bin_00386	Chr02	10800000	10900000	10850000	61.5942
bin_00387	Chr02	10900000	11000000	10950000	62.3188
bin_00388	Chr02	11000000	11100000	11050000	63.0435
bin_00389	Chr02	11100000	11200000	11150000	63.6876
bin_00390	Chr02	11200000	11300000	11250000	64.0097
bin_00391	Chr02	11300000	11400000	11350000	64.8148
bin_00392	Chr02	11400000	11500000	11450000	65.62
bin_00393	Chr02	11500000	11600000	11550000	66.5056
bin_00394	Chr02	11600000	11700000	11650000	67.1498
bin_00395	Chr02	11700000	11800000	11750000	68.1159
bin_00396	Chr02	11800000	11900000	11850000	69.0016
bin_00397	Chr02	11900000	12000000	11950000	69.9678
bin_00398	Chr02	12000000	12100000	12050000	70.1288
bin_00399	Chr02	12100000	12200000	12150000	70.3704
bin_00400	Chr02	12200000	12300000	12250000	71.0145
bin_00401	Chr02	12300000	12400000	12350000	71.9002
bin_00402	Chr02	12400000	12500000	12450000	73.1884
bin_00403	Chr02	12500000	12600000	12550000	74.0741
bin_00404	Chr02	12600000	12700000	12650000	74.3961
bin_00405	Chr02	12700000	12900000	12800000	74.4767
bin_00406	Chr02	12900000	13000000	12950000	75.6039
bin_00407	Chr02	13000000	13100000	13050000	75.8454
bin_00408	Chr02	13100000	13200000	13150000	76.0064
bin_00409	Chr02	13200000	13300000	13250000	76.1675
bin_00410	Chr02	13300000	13400000	13350000	76.248
bin_00411	Chr02	13400000	13600000	13500000	76.57
bin_00412	Chr02	13600000	13700000	13650000	76.8116
bin_00413	Chr02	13700000	13800000	13750000	77.2142
bin_00414	Chr02	13800000	13900000	13850000	77.7778
bin_00415	Chr02	13900000	14000000	13950000	78.744
bin_00416	Chr02	14000000	14100000	14050000	79.9517
bin_00417	Chr02	14100000	14200000	14150000	80.8374
bin_00418	Chr02	14200000	14300000	14250000	82.0451
bin_00419	Chr02	14300000	14400000	14350000	82.6087
bin_00420	Chr02	14400000	14500000	14450000	83.8164
bin_00421	Chr02	14500000	14600000	14550000	84.6216
bin_00422	Chr02	14600000	14700000	14650000	85.1852
bin_00423	Chr02	14700000	14800000	14750000	85.8293
bin_00424	Chr02	14800000	14900000	14850000	86.876
bin_00425	Chr02	14900000	15000000	14950000	87.9227
bin_00426	Chr02	15000000	15100000	15050000	88.8889
bin_00427	Chr02	15100000	15200000	15150000	90.2576
bin_00428	Chr02	15200000	15300000	15250000	92.19
bin_00429	Chr02	15300000	15400000	15350000	93.4783
bin_00430	Chr02	15400000	15500000	15450000	95.1691
bin_00431	Chr02	15500000	15600000	15550000	97.1014
bin_00432	Chr02	15600000	15700000	15650000	99.3559
bin_00433	Chr02	15700000	15800000	15750000	101.2077
bin_00434	Chr02	15800000	15900000	15850000	102.4155
bin_00435	Chr02	15900000	16000000	15950000	102.5765
bin_00436	Chr02	16000000	16100000	16050000	102.818
bin_00437	Chr02	16100000	16200000	16150000	102.8986
bin_00438	Chr02	16200000	16400000	16300000	102.9791
bin_00439	Chr02	16400000	16500000	16450000	103.0596
bin_00440	Chr02	16500000	16600000	16550000	103.1401
bin_00441	Chr02	16600000	16700000	16650000	103.3011
bin_00442	Chr02	16700000	17000000	16850000	103.3816
bin_00443	Chr02	17000000	17100000	17050000	103.5427
bin_00444	Chr02	17100000	17400000	17250000	103.7037
bin_00445	Chr02	17400000	17700000	17550000	103.7842
bin_00446	Chr02	17700000	17900000	17800000	103.8647
bin_00447	Chr02	17900000	18000000	17950000	103.9452
bin_00448	Chr02	18000000	18200000	18100000	104.0258
bin_00449	Chr02	18200000	18600000	18400000	104.1063
bin_00450	Chr02	18600000	18800000	18700000	104.1868
bin_00451	Chr02	18800000	19200000	19000000	104.3478
bin_00452	Chr02	19200000	20400000	19800000	104.4283
bin_00453	Chr02	20400000	20500000	20450000	104.7504
bin_00454	Chr02	20500000	20600000	20550000	105.153
bin_00455	Chr02	20600000	20700000	20650000	105.2335
bin_00456	Chr02	20700000	20800000	20750000	105.314
bin_00457	Chr02	20800000	20900000	20850000	105.3945
bin_00458	Chr02	20900000	21000000	20950000	105.5556
bin_00459	Chr02	21000000	21100000	21050000	105.6361
bin_00460	Chr02	21100000	21400000	21250000	105.7971
bin_00461	Chr02	21400000	21500000	21450000	105.8776
bin_00462	Chr02	21500000	21600000	21550000	106.0386
bin_00463	Chr02	21600000	21900000	21750000	106.3607
bin_00464	Chr02	21900000	22000000	21950000	106.4412
bin_00465	Chr02	22000000	23200000	22600000	106.6828
bin_00466	Chr02	23200000	28700000	25950000	106.7633
bin_00467	Chr02	28700000	29400000	29050000	106.8438
bin_00468	Chr02	29400000	29500000	29450000	106.9243
bin_00469	Chr02	29500000	29800000	29650000	107.0853
bin_00470	Chr02	29800000	30100000	29950000	107.2464
bin_00471	Chr02	30100000	30300000	30200000	107.3269
bin_00472	Chr02	30300000	31000000	30650000	107.4879
bin_00473	Chr02	31000000	31100000	31050000	107.5684
bin_00474	Chr02	31100000	31600000	31350000	107.7295
bin_00475	Chr02	31600000	32400000	32000000	107.81
bin_00476	Chr02	32400000	32600000	32500000	107.8905
bin_00477	Chr02	32600000	33000000	32800000	107.971
bin_00478	Chr02	33000000	34200000	33600000	108.0515
bin_00479	Chr02	34200000	34400000	34300000	108.132
bin_00480	Chr02	34400000	34500000	34450000	108.2126
bin_00481	Chr02	34500000	34600000	34550000	108.2931
bin_00482	Chr02	34600000	34700000	34650000	108.3736
bin_00483	Chr02	34700000	34800000	34750000	108.6151
bin_00484	Chr02	34800000	34900000	34850000	108.6957
bin_00485	Chr02	34900000	35100000	35000000	108.7762
bin_00486	Chr02	35100000	35600000	35350000	108.8567
bin_00487	Chr02	35600000	35800000	35700000	108.9372
bin_00488	Chr02	35800000	35900000	35850000	109.0982
bin_00489	Chr02	35900000	37100000	36500000	109.2593
bin_00490	Chr02	37100000	38600000	37850000	109.3398
bin_00491	Chr02	38600000	39700000	39150000	109.4203
bin_00492	Chr02	39700000	39900000	39800000	109.5008
bin_00493	Chr02	39900000	40100000	40000000	109.6618
bin_00494	Chr02	40100000	40200000	40150000	109.8229
bin_00495	Chr02	40200000	40300000	40250000	110.2254
bin_00496	Chr02	40300000	40400000	40350000	110.306
bin_00497	Chr02	40400000	40500000	40450000	110.628
bin_00498	Chr02	40500000	40600000	40550000	110.789
bin_00499	Chr02	40600000	40800000	40700000	110.9501
bin_00500	Chr02	40800000	41100000	40950000	111.0306
bin_00501	Chr02	41100000	41200000	41150000	111.1111
